1,1135460,2001,1038
2,1134639,2804,1056
3,1125972,4280,8247
4,1122473,5498,10528
5,1118160,7023,13316
6,1114798,7661,16040
7,1111984,8456,18059
8,1110081,9052,19366
9,1108682,9601,20216
11,1105654,10308,22537
12,1103859,10861,23779
14,1102636,11322,24541
16,1099815,12060,26624
19,1096990,12604,28905
21,1095681,12863,29955
25,1092471,13513,32515
28,1089894,14323,34282
33,1085450,15159,37890
38,1080098,16430,41971
43,1077119,17428,43952
50,1073148,18150,47201
57,1066920,19644,51935
66,1060758,20627,57114
75,1054539,21628,62332
87,1046248,23355,68896
100,1036310,25046,77143
115,1028012,25971,84516
132,1019958,26605,91936
151,1011424,27640,99435
174,1003278,28694,106527
200,995122,29550,113827
230,986735,30947,120817
265,978304,32229,127966
304,968406,33873,136220
350,958435,35433,144631
402,949223,36583,152693
462,939781,37995,160723
531,929557,39637,169305
611,919253,40788,178458
702,907083,41872,189544
807,897392,42611,198496
928,887296,43791,207412
1067,876275,44970,217254
1227,865366,46360,226773
1410,853594,47802,237103
1621,841412,48810,248277
1864,830667,50026,257806
2143,818114,51169,269216
2463,804843,52355,281301
2832,792116,53374,293009
3256,779021,54857,304621
3743,765119,56043,317337
4303,751172,57038,330289
4947,737323,58113,343063
5688,722638,59316,356545
6539,707742,60643,370114
7517,692861,61610,384028
8642,678083,62601,397815
9935,662528,63555,412416
11422,646314,64553,427632
13131,629987,65681,442831
15096,613182,66692,458625
17355,595938,67700,474861
19952,577987,68776,491736
22938,559695,69896,508908
26371,541427,70960,526112
30317,522135,71675,544689
34854,501855,72546,564098
40069,481163,73478,583858
46066,459156,74327,605016
52959,436259,75295,626945
60884,413681,75722,649096
69995,388850,76478,673171
80469,363118,76640,698741
92511,334428,77259,726812
106355,306306,77295,754898
122270,276332,76174,785993
140567,245047,76312,817140
161602,214771,75619,848109
185784,189679,72202,876618
213586,157851,68534,912114
245548,127303,66007,945189
282293,101633,64445,972421
324536,71250,59735,1007514
373101,43988,53189,1041322
428933,33667,38649,1066183
493120,15790,16568,1106141
566912,860,0,1137639
651747,860,0,1137639
749277,860,0,1137639
861402,0,0,1138499
990306,0,0,1138499
1138499,0,0,1138499
