1,63715,3,13
2,63710,5,16
3,63689,14,28
4,63683,15,33
5,63669,21,41
6,63656,26,49
7,63636,32,63
8,63634,32,65
9,63620,35,76
10,63618,36,77
11,63612,38,81
13,63594,42,95
14,63578,46,107
16,63555,53,123
18,63539,59,133
20,63519,66,146
22,63489,71,171
25,63472,73,186
28,63438,80,213
31,63414,84,233
34,63378,92,261
38,63346,97,288
43,63274,107,350
48,63229,111,391
54,63190,118,423
60,63148,127,456
67,63121,129,481
75,63064,139,528
84,62994,158,579
93,62970,159,602
104,62886,175,670
116,62792,187,752
130,62702,198,831
145,62628,204,899
162,62505,227,999
181,62391,241,1099
202,62263,256,1212
226,62057,279,1395
252,61809,315,1607
282,61565,321,1845
315,61325,348,2058
352,61042,361,2328
393,60658,398,2675
439,60278,417,3036
490,59837,433,3461
548,59280,473,3978
612,58739,495,4497
683,58153,543,5035
763,57517,589,5625
852,56835,634,6262
952,56166,640,6925
1064,55305,691,7735
1188,54405,709,8617
1327,53552,749,9430
1482,52593,799,10339
1655,51529,841,11361
1849,50422,898,12411
2065,49176,974,13581
2307,47876,1023,14832
2577,46402,1081,16248
2878,44937,1107,17687
3215,43359,1158,19214
3591,41784,1194,20753
4011,40028,1283,22420
4480,38149,1339,24243
5004,36371,1334,26026
5590,34374,1383,27974
6244,32567,1439,29725
6974,30440,1502,31789
7790,28349,1517,33865
8701,26354,1551,35826
9719,24311,1517,37903
10856,22136,1470,40125
12125,19963,1442,42326
13544,18015,1380,44336
15128,15972,1314,46445
16898,14074,1254,48403
18874,12266,1135,50330
21082,10698,976,52057
23548,9155,814,53762
26303,7658,681,55392
29380,6259,494,56978
32816,5097,374,58260
36655,3876,243,59612
40943,2792,142,60797
45732,1846,43,61842
51082,857,0,62874
57057,200,0,63531
63731,0,0,63731
