1,535142,0,1
11387,405688,0,129455
22773,369292,0,165851
34159,344402,0,190741
45545,324879,0,210264
56931,307518,0,227625
68317,292582,0,242561
79703,279246,0,255897
91089,266048,0,269095
102475,253476,0,281667
113861,243278,0,291865
125247,232994,0,302149
136633,220274,0,314869
148019,212713,0,322430
159405,200788,0,334355
170791,193214,0,341929
182177,184974,0,350169
193563,171963,0,363180
204949,163936,0,371207
216335,159421,0,375722
227721,152904,0,382239
239107,143272,0,391871
250493,134996,0,400147
261879,126990,0,408153
273265,122122,0,413021
284651,115698,0,419445
296037,108231,0,426912
307423,99667,0,435476
318809,87826,0,447317
330195,81307,0,453836
341581,72372,0,462771
352967,64072,0,471071
364353,61695,0,473448
375739,59328,0,475815
387125,56572,0,478571
398511,53369,0,481774
409897,50312,0,484831
421283,47031,0,488112
432669,42762,0,492381
444055,37920,0,497223
455441,32193,0,502950
466827,28449,0,506694
478213,25532,0,509611
489599,21487,0,513656
500985,16582,0,518561
512371,10557,0,524586
523757,5981,0,529162
535143,0,0,535143
