1,63718,3,10
638,60230,507,2994
1275,56278,792,6661
1912,53004,940,9787
2549,49922,1086,12723
3186,47003,1277,15451
3823,44325,1405,18001
4460,41914,1515,20302
5097,39765,1603,22363
5734,37618,1682,24431
6371,35779,1745,26207
7008,33911,1858,27962
7645,32151,1858,29722
8282,30580,1907,31244
8919,29263,1954,32514
9556,27946,1945,33840
10193,26495,1981,35255
10830,25184,2011,36536
11467,23925,2009,37797
12104,22758,2010,38963
12741,21721,2005,40005
13378,20765,1981,40985
14015,19837,1994,41900
14652,18911,1976,42844
15289,18050,1968,43713
15926,17199,1958,44574
16563,16467,1911,45353
17200,15707,1874,46150
17837,14962,1825,46944
18474,14354,1788,47589
19111,13763,1764,48204
19748,13165,1754,48812
20385,12611,1718,49402
21022,12094,1675,49962
21659,11630,1644,50457
22296,11141,1616,50974
22933,10657,1595,51479
23570,10172,1543,52016
24207,9713,1521,52497
24844,9321,1479,52931
25481,8937,1420,53374
26118,8550,1354,53827
26755,8260,1313,54158
27392,7869,1266,54596
28029,7506,1217,55008
28666,7260,1172,55299
29303,6860,1136,55735
29940,6635,1104,55992
30577,6324,1057,56350
31214,6127,1004,56600
31851,5856,945,56930
32488,5676,895,57160
33125,5348,855,57528
33762,5153,819,57759
34399,4930,799,58002
35036,4667,770,58294
35673,4501,741,58489
36310,4260,708,58763
36947,4069,676,58986
37584,3942,645,59144
38221,3707,603,59421
38858,3533,569,59629
39495,3414,545,59772
40132,3203,513,60015
40769,2949,468,60314
41406,2870,456,60405
42043,2740,446,60545
42680,2581,416,60734
43317,2382,382,60967
43954,2261,365,61105
44591,2182,345,61204
45228,2040,327,61364
45865,1850,303,61578
46502,1637,268,61826
47139,1544,247,61940
47776,1464,211,62056
48413,1372,171,62188
49050,1221,120,62390
49687,1081,72,62578
50324,945,28,62758
50961,865,0,62866
51598,830,0,62901
52235,764,0,62967
52872,669,0,63062
53509,582,0,63149
54146,468,0,63263
54783,358,0,63373
55420,256,0,63475
56057,214,0,63517
56694,212,0,63519
57331,196,0,63535
57968,188,0,63543
58605,168,0,63563
59242,148,0,63583
59879,130,0,63601
60516,110,0,63621
61153,86,0,63645
61790,70,0,63661
62427,60,0,63671
63064,30,0,63701
63701,0,0,63731
