1,1133346,2114,3039
2,1131744,2859,3896
3,1122097,3838,12564
4,1117753,4623,16123
5,1112404,5589,20506
6,1108471,6000,24028
7,1105018,6314,27167
8,1102579,6693,29227
9,1100775,7083,30641
11,1097150,7485,33864
12,1094983,7802,35714
14,1093313,8099,37087
16,1089932,8493,40074
19,1086548,8665,43286
21,1084935,8768,44796
25,1080958,9232,48309
28,1077740,9719,51040
33,1072562,10102,55835
38,1066413,10684,61402
43,1062663,11276,64560
50,1057843,11693,68963
57,1050642,12453,75404
66,1043567,12915,82017
75,1036703,13299,88497
87,1027166,14180,97153
100,1016386,14677,107436
115,1007953,14622,115924
132,999566,14750,124183
151,990466,15101,132932
174,981671,15558,141270
200,973016,15928,149555
230,963788,16553,158158
265,954660,17037,166802
304,943770,17772,176957
350,932767,18582,187150
402,922811,19115,196573
462,912390,19744,206365
531,901004,20480,217015
611,890185,20827,227487
702,877327,21247,239925
807,866910,21561,250028
928,855702,22208,260589
1067,843735,22698,272066
1227,831569,23297,283633
1410,818677,23792,296030
1621,805531,24258,308710
1864,793685,24843,319971
2143,780315,25274,332910
2463,766181,25825,346493
2832,752932,26178,359389
3256,739157,26581,372761
3743,724670,27000,386829
4303,710376,27333,400790
4947,696119,27779,414601
5688,681003,28163,429333
6539,665792,28484,444223
7517,650741,28688,459070
8642,635861,28883,473755
9935,620172,29187,489140
11422,603979,29455,505065
13131,587892,29590,521017
15096,571273,29710,537516
17355,554359,29808,554332
19952,536864,29849,571786
22938,518943,29887,589669
26371,501241,29901,607357
30317,482570,29825,626104
34854,462886,29755,645858
40069,442929,29589,665981
46066,421773,29326,687400
52959,399574,29188,709737
60884,378062,28760,731677
69995,354051,28684,755764
80469,329520,28055,780924
92511,302230,27577,808692
106355,275858,26991,835650
122270,246873,26168,865458
140567,218573,23563,896363
161602,191877,22529,924093
185784,168141,21538,948820
213586,137665,20186,980648
245548,109128,18175,1011196
282293,86561,15072,1036866
324536,64877,6373,1067249
373101,43988,0,1094511
428933,33667,0,1104832
493120,15790,0,1122709
566912,860,0,1137639
651747,860,0,1137639
749277,860,0,1137639
861402,0,0,1138499
990306,0,0,1138499
1138499,0,0,1138499
