1,63718,3,10
2,63715,5,11
3,63703,10,18
4,63698,10,23
5,63692,12,27
6,63683,14,34
7,63668,19,44
8,63666,20,45
9,63659,21,51
10,63658,21,52
11,63657,21,53
13,63644,22,65
14,63632,27,72
16,63616,34,81
18,63607,38,86
20,63594,42,95
22,63574,49,108
25,63561,50,120
28,63536,58,137
31,63515,61,155
34,63495,63,173
38,63471,70,190
43,63428,82,221
48,63398,88,245
54,63370,101,260
60,63343,107,281
67,63319,114,298
75,63281,126,324
84,63238,134,359
93,63219,141,371
104,63159,156,416
116,63097,165,469
130,63036,180,515
145,62983,189,559
162,62905,209,617
181,62839,221,671
202,62759,231,741
226,62657,244,830
252,62496,270,965
282,62361,297,1073
315,62214,316,1201
352,62027,347,1357
393,61780,372,1579
439,61536,402,1793
490,61220,434,2077
548,60850,468,2413
612,60398,505,2828
683,59943,519,3269
763,59475,555,3701
852,58890,615,4226
952,58278,636,4817
1064,57539,716,5476
1188,56769,764,6198
1327,56061,802,6868
1482,55186,867,7678
1655,54286,866,8579
1849,53319,927,9485
2065,52237,978,10516
2307,51088,1012,11631
2577,49786,1093,12852
2878,48387,1177,14167
3215,46877,1297,15557
3591,45337,1348,17046
4011,43641,1439,18651
4480,41856,1507,20368
5004,40090,1604,22037
5590,38058,1671,24002
6244,36128,1737,25866
6974,33972,1860,27899
7790,31770,1850,30111
8701,29688,1931,32112
9719,27502,1981,34248
10856,25117,2005,36609
12125,22721,2008,39002
13544,20532,1993,41206
15128,18222,1973,43536
16898,16030,1898,45803
18874,13962,1769,48000
21082,12040,1676,50015
23548,10195,1544,51992
26303,8475,1337,53919
29380,6825,1131,55775
32816,5510,872,57349
36655,4119,691,58921
40943,2934,466,60331
45732,1889,304,61538
51082,857,0,62874
57057,200,0,63531
63731,0,0,63731
