1,1129731,1646,7122
2,1126686,2241,9572
3,1116182,2520,19797
4,1110730,2929,24840
5,1104276,3375,30848
6,1099702,3535,35262
7,1095679,3608,39212
8,1092689,3773,42037
9,1090270,4053,44176
11,1085865,4267,48367
12,1083334,4382,50783
14,1081012,4537,52950
16,1077042,4696,56761
19,1073356,4632,60511
21,1071383,4682,62434
25,1066620,4838,67041
28,1062633,4972,70894
33,1056734,5086,76679
38,1049886,5276,83337
43,1045276,5547,87676
50,1039791,5641,93067
57,1031642,5902,100955
66,1024033,5941,108525
75,1016760,6033,115706
87,1006324,6269,125906
100,995072,6364,137063
115,986688,6393,145418
132,978190,6352,153957
151,968558,6510,163431
174,959382,6599,172518
200,950150,6758,181591
230,940019,6975,191505
265,930219,7035,201245
304,918322,7328,212849
350,906403,7629,224467
402,895748,7769,234982
462,884083,8082,246334
531,871426,8377,258696
611,859818,8542,270139
702,845975,8761,283763
807,834873,8887,294739
928,822573,9096,306830
1067,809680,9267,319552
1227,796425,9433,332641
1410,782888,9513,346098
1621,769481,9596,359422
1864,757158,9621,371720
2143,743539,9705,385255
2463,729221,9751,399527
2832,715907,9814,412778
3256,702004,9787,426708
3743,687355,9846,441298
4303,673318,9777,455404
4947,659096,9735,469668
5688,644332,9779,484388
6539,629629,9719,499151
7517,615132,9609,513758
8642,600811,9454,528234
9935,585550,9472,543477
11422,569862,9403,559234
13131,554464,9276,574759
15096,538493,9190,590816
17355,522195,9031,607273
19952,505596,8837,624066
22938,488674,8603,641222
26371,471825,8372,658302
30317,454163,8126,676210
34854,435421,7902,695176
40069,416466,7694,714339
46066,396241,7425,734833
52959,375180,7120,756199
60884,354761,6871,776867
69995,331853,6620,800026
80469,308872,6014,823613
92511,283194,5563,849742
106355,258547,5268,874684
122270,231579,4888,902032
140567,204383,4413,929703
161602,179048,3926,955525
185784,157224,2635,978640
213586,130721,0,1007778
245548,106792,0,1031707
282293,86561,0,1051938
324536,64877,0,1073622
373101,43988,0,1094511
428933,33667,0,1104832
493120,15790,0,1122709
566912,860,0,1137639
651747,860,0,1137639
749277,860,0,1137639
861402,0,0,1138499
990306,0,0,1138499
1138499,0,0,1138499
