1,1133346,2114,3039
11386,604339,29450,504710
22771,520035,29897,588567
34156,466079,29752,642668
45541,423976,29347,685176
56926,387972,28901,721626
68311,357251,28712,752536
79696,331851,28163,778485
91081,305691,27598,805210
102466,283299,27069,828131
113851,264727,26544,847228
125236,244185,25884,868430
136621,225198,23896,889405
148006,211903,23344,903252
159391,194079,22579,921841
170776,181036,22290,935173
182161,171932,21783,944784
193546,155557,20845,962097
204931,142110,20442,975947
216316,135928,20083,982488
227701,128060,19580,990859
239086,116660,18678,1003161
250471,104891,17976,1015632
261856,92934,17201,1028364
273241,89670,16194,1032635
284626,85683,14764,1038052
296011,81121,12990,1044388
307396,75795,10840,1051864
318781,68013,7288,1063198
330166,62618,5620,1070261
341551,54766,2717,1081016
352936,46688,0,1091811
364321,45126,0,1093373
375706,43565,0,1094934
387091,41756,0,1096743
398476,39708,0,1098791
409861,37765,0,1100734
421246,35601,0,1102898
432631,32672,0,1105827
444016,29507,0,1108992
455401,25707,0,1112792
466786,22511,0,1115988
478171,20257,0,1118242
489556,17080,0,1121419
500941,12978,0,1125521
512326,8301,0,1130198
523711,4498,0,1134001
535096,860,0,1137639
546481,860,0,1137639
557866,860,0,1137639
569251,860,0,1137639
580636,860,0,1137639
592021,860,0,1137639
603406,860,0,1137639
614791,860,0,1137639
626176,860,0,1137639
637561,860,0,1137639
648946,860,0,1137639
660331,860,0,1137639
671716,860,0,1137639
683101,860,0,1137639
694486,860,0,1137639
705871,860,0,1137639
717256,860,0,1137639
728641,860,0,1137639
740026,860,0,1137639
751411,860,0,1137639
762796,860,0,1137639
774181,860,0,1137639
785566,860,0,1137639
796951,322,0,1138177
808336,0,0,1138499
819721,0,0,1138499
831106,0,0,1138499
842491,0,0,1138499
853876,0,0,1138499
865261,0,0,1138499
876646,0,0,1138499
888031,0,0,1138499
899416,0,0,1138499
910801,0,0,1138499
922186,0,0,1138499
933571,0,0,1138499
944956,0,0,1138499
956341,0,0,1138499
967726,0,0,1138499
979111,0,0,1138499
990496,0,0,1138499
1001881,0,0,1138499
1013266,0,0,1138499
1024651,0,0,1138499
1036036,0,0,1138499
1047421,0,0,1138499
1058806,0,0,1138499
1070191,0,0,1138499
1081576,0,0,1138499
1092961,0,0,1138499
1104346,0,0,1138499
1115731,0,0,1138499
1127116,0,0,1138499
