1,566911,0,1
2,566910,0,2
3,566908,0,4
4,566900,0,12
5,566890,0,22
6,566389,0,523
7,566176,0,736
8,566078,0,834
9,566075,0,837
11,565757,0,1155
12,565681,0,1231
14,565607,0,1305
16,565410,0,1502
19,564967,0,1945
21,564759,0,2153
25,564360,0,2552
28,564195,0,2717
33,563603,0,3309
38,563233,0,3679
43,563098,0,3814
50,562429,0,4483
57,562064,0,4848
66,561102,0,5810
75,559967,0,6945
87,559173,0,7739
100,557894,0,9018
115,556180,0,10732
132,553516,0,13396
151,551803,0,15109
174,549732,0,17180
200,547512,0,19400
230,546106,0,20806
265,544057,0,22855
304,542410,0,24502
350,540268,0,26644
402,537749,0,29163
462,535879,0,31033
531,534120,0,32792
611,531261,0,35651
702,527860,0,39052
807,524513,0,42399
928,521483,0,45429
1067,518373,0,48539
1227,515562,0,51350
1410,512408,0,54504
1621,508803,0,58109
1864,505502,0,61410
2143,501725,0,65187
2463,497533,0,69379
2832,493190,0,73722
3256,488942,0,77970
3743,484194,0,82718
4303,479025,0,87887
4947,473736,0,93176
5688,468193,0,98719
6539,462662,0,104250
7517,456583,0,110329
8642,450340,0,116572
9935,443801,0,123111
11422,437309,0,129603
13131,430508,0,136404
15096,423472,0,143440
17355,416077,0,150835
19952,408528,0,158384
22938,400595,0,166317
26371,392591,0,174321
30317,383798,0,183114
34854,374729,0,192183
40069,365627,0,201285
46066,355598,0,211314
52959,345212,0,221700
60884,334225,0,232687
69995,322678,0,244234
80469,309723,0,257189
92511,296422,0,270490
106355,281945,0,284967
122270,266728,0,300184
140567,248994,0,317918
161602,231255,0,335657
185784,213280,0,353632
213586,192596,0,374316
245548,169695,0,397217
282293,148913,0,417999
324536,115981,0,450931
373101,91769,0,475143
428933,76028,0,490884
493120,51695,0,515217
566912,0,0,566912
